Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,223.25,213.25999450683594,222.8699951171875,219.30999755859375,4764400,219.30999755859375
2015-01-05,216.5,207.16000366210938,214.5500030517578,210.08999633789062,5368500,210.08999633789062
2015-01-06,214.1999969482422,204.2100067138672,210.05999755859375,211.27999877929688,6261900,211.27999877929688
2015-01-07,214.77999877929688,209.77999877929688,213.35000610351562,210.9499969482422,2968400,210.9499969482422
2015-01-08,213.8000030517578,210.00999450683594,212.80999755859375,210.6199951171875,3442500,210.6199951171875
2015-01-09,209.97999572753906,204.9600067138672,208.9199981689453,206.66000366210938,4668300,206.66000366210938
2015-01-12,204.47000122070312,199.25,203.0500030517578,202.2100067138672,5950300,202.2100067138672
2015-01-13,207.61000061035156,200.91000366210938,203.32000732421875,204.25,4477300,204.25
2015-01-14,195.1999969482422,185.0,185.8300018310547,192.69000244140625,11551900,192.69000244140625
2015-01-15,195.75,190.0,194.49000549316406,191.8699951171875,5216500,191.8699951171875
2015-01-16,194.49000549316406,189.64999389648438,190.6999969482422,193.07000732421875,3603200,193.07000732421875
2015-01-20,194.1199951171875,187.0399932861328,193.8699951171875,191.92999267578125,4503200,191.92999267578125
2015-01-21,198.67999267578125,189.50999450683594,189.5500030517578,196.57000732421875,4153000,196.57000732421875
2015-01-22,203.24000549316406,195.1999969482422,197.0,201.6199951171875,4116900,201.6199951171875
2015-01-23,203.5,198.3300018310547,200.2899932861328,201.2899932861328,3438600,201.2899932861328
2015-01-26,208.6199951171875,201.0500030517578,201.8300018310547,206.5500030517578,3234500,206.5500030517578
2015-01-27,208.02999877929688,203.3000030517578,204.4199981689453,205.97999572753906,2781000,205.97999572753906
2015-01-28,206.3699951171875,198.4199981689453,206.11000061035156,199.3699951171875,3149600,199.3699951171875
2015-01-29,205.97999572753906,196.5,201.07000732421875,205.1999969482422,3548100,205.1999969482422
2015-01-30,207.47000122070312,203.0,203.9600067138672,203.60000610351562,3007000,203.60000610351562
2015-02-02,211.9499969482422,203.3000030517578,203.97000122070312,210.94000244140625,4149200,210.94000244140625
2015-02-03,220.3699951171875,211.27000427246094,213.22000122070312,218.36000061035156,4826200,218.36000061035156
2015-02-04,221.47999572753906,216.8000030517578,218.2899932861328,218.5500030517578,3305400,218.5500030517578
2015-02-05,225.47999572753906,219.63999938964844,219.8800048828125,220.99000549316406,3522900,220.99000549316406
2015-02-06,223.39999389648438,216.5,222.0,217.36000061035156,3243900,217.36000061035156
2015-02-09,217.92999267578125,211.99000549316406,215.3800048828125,217.47999572753906,3472400,217.47999572753906
2015-02-10,220.5,215.0,217.5500030517578,216.2899932861328,5390500,216.2899932861328
2015-02-11,214.74000549316406,207.27999877929688,212.2100067138672,212.8000030517578,9769100,212.8000030517578
2015-02-12,203.08999633789062,193.27999877929688,193.57000732421875,202.8800048828125,15649600,202.8800048828125
2015-02-13,205.99000549316406,200.91000366210938,202.89999389648438,203.77000427246094,6191000,203.77000427246094
2015-02-17,205.6999969482422,201.5,205.6999969482422,204.35000610351562,3979600,204.35000610351562
2015-02-18,206.1699981689453,202.60000610351562,204.1699981689453,204.4600067138672,2713600,204.4600067138672
2015-02-19,212.44000244140625,203.75,205.0,211.7100067138672,5154100,211.7100067138672
2015-02-20,217.60000610351562,209.80999755859375,210.77999877929688,217.11000061035156,5982100,217.11000061035156
2015-02-23,218.1999969482422,206.3300018310547,215.66000366210938,207.33999633789062,8499800,207.33999633789062
2015-02-24,207.2899932861328,201.6999969482422,207.2899932861328,204.11000061035156,6603600,204.11000061035156
2015-02-25,207.13999938964844,202.5800018310547,204.94000244140625,203.75999450683594,3909500,203.75999450683594
2015-02-26,211.08999633789062,202.22000122070312,204.0,207.19000244140625,6472900,207.19000244140625
2015-02-27,208.5500030517578,202.8000030517578,206.89999389648438,203.33999633789062,3882100,203.33999633789062
2015-03-02,203.33999633789062,195.8300018310547,202.6999969482422,197.3300018310547,7922100,197.3300018310547
2015-03-03,200.24000549316406,195.32000732421875,196.80999755859375,199.55999755859375,4432300,199.55999755859375
2015-03-04,202.52000427246094,197.2100067138672,199.25,202.44000244140625,4222000,202.44000244140625
2015-03-05,206.19000244140625,200.14999389648438,202.85000610351562,200.6300048828125,4877000,200.6300048828125
2015-03-06,200.75,192.14999389648438,199.2100067138672,193.8800048828125,6712400,193.8800048828125
2015-03-09,194.49000549316406,188.25,194.38999938964844,190.8800048828125,6736700,190.8800048828125
2015-03-10,193.5,187.60000610351562,188.4600067138672,190.32000732421875,5579700,190.32000732421875
2015-03-11,196.17999267578125,191.00999450683594,191.14999389648438,193.74000549316406,4974900,193.74000549316406
2015-03-12,194.4499969482422,189.75,193.75,191.07000732421875,4149300,191.07000732421875
2015-03-13,191.75,187.32000732421875,188.9499969482422,188.67999267578125,5434300,188.67999267578125
2015-03-16,195.91000366210938,189.8000030517578,192.0,195.6999969482422,5628800,195.6999969482422
2015-03-17,198.7100067138672,193.94000244140625,195.42999267578125,194.72999572753906,4894100,194.72999572753906
2015-03-18,200.8800048828125,193.11000061035156,194.9600067138672,200.7100067138672,4820900,200.7100067138672
2015-03-19,204.58999633789062,194.52999877929688,202.0,195.64999389648438,8475200,195.64999389648438
2015-03-20,198.99000549316406,195.6199951171875,197.4499969482422,198.0800018310547,4269500,198.0800018310547
2015-03-23,200.5,197.47000122070312,198.5,199.6300048828125,2631600,199.6300048828125
2015-03-24,203.7899932861328,199.75,201.5800018310547,201.72000122070312,3649900,201.72000122070312
2015-03-25,198.58999633789062,192.6999969482422,198.27000427246094,194.3000030517578,5730400,194.3000030517578
2015-03-26,194.7899932861328,189.6999969482422,193.9199981689453,190.41000366210938,4128000,190.41000366210938
2015-03-27,189.2899932861328,181.39999389648438,189.07000732421875,185.0,8604900,185.0
2015-03-30,192.25,181.8000030517578,185.85000610351562,190.57000732421875,10089500,190.57000732421875
2015-03-31,193.75999450683594,188.41000366210938,193.52999877929688,188.77000427246094,5026600,188.77000427246094
2015-04-01,192.3000030517578,186.0500030517578,188.6999969482422,187.58999633789062,3794600,187.58999633789062
2015-04-02,193.22999572753906,190.0,190.22999572753906,191.0,5010400,191.0
2015-04-06,207.75,197.5,198.0,203.10000610351562,12455800,203.10000610351562
2015-04-07,205.05999755859375,201.13999938964844,202.50999450683594,203.25,4347900,203.25
2015-04-08,210.89999389648438,205.8699951171875,208.1999969482422,207.6699981689453,6303100,207.6699981689453
2015-04-09,210.3699951171875,206.1199951171875,208.42999267578125,210.08999633789062,3800200,210.08999633789062
2015-04-10,211.64999389648438,209.0,209.85000610351562,210.89999389648438,4067700,210.89999389648438
2015-04-13,213.0,209.0500030517578,210.44000244140625,209.77999877929688,3758200,209.77999877929688
2015-04-14,209.49000549316406,205.5,208.57000732421875,207.4600067138672,3026000,207.4600067138672
2015-04-15,209.58999633789062,206.60000610351562,207.4600067138672,207.8300018310547,1952400,207.8300018310547
2015-04-16,209.1699981689453,206.2899932861328,207.6999969482422,206.6999969482422,1659100,206.6999969482422
2015-04-17,206.8800048828125,203.5,204.99000549316406,206.7899932861328,2469900,206.7899932861328
2015-04-20,207.85000610351562,203.85000610351562,206.77999877929688,205.27000427246094,2559300,205.27000427246094
2015-04-21,210.75,204.30999755859375,205.8000030517578,209.41000366210938,3432500,209.41000366210938
2015-04-22,221.8800048828125,211.69000244140625,212.5,219.44000244140625,7863000,219.44000244140625
2015-04-23,221.47999572753906,217.14999389648438,218.27000427246094,218.60000610351562,4411200,218.60000610351562
2015-04-24,220.8000030517578,218.00999450683594,220.5,218.42999267578125,2427800,218.42999267578125
2015-04-27,238.75,222.0,222.55999755859375,231.5500030517578,11672600,231.5500030517578
2015-04-28,235.5,228.02999877929688,234.75,230.47999572753906,6085400,230.47999572753906
2015-04-29,234.97000122070312,227.6300048828125,230.0500030517578,232.4499969482422,3936100,232.4499969482422
2015-04-30,232.88999938964844,225.1699981689453,230.38999938964844,226.0500030517578,3911900,226.0500030517578
2015-05-01,231.77000427246094,220.41000366210938,229.94000244140625,226.02999877929688,5281700,226.02999877929688
2015-05-04,234.72999572753906,227.11000061035156,228.17999267578125,230.50999450683594,4434600,230.50999450683594
2015-05-05,239.5,229.1300048828125,237.75999450683594,232.9499969482422,5796900,232.9499969482422
2015-05-06,234.47000122070312,228.1999969482422,234.10000610351562,230.42999267578125,5270900,230.42999267578125
2015-05-07,237.47999572753906,220.25,221.0,236.8000030517578,9455900,236.8000030517578
2015-05-08,238.41000366210938,233.6999969482422,235.99000549316406,236.61000061035156,4668200,236.61000061035156
2015-05-11,242.8800048828125,235.30999755859375,236.2899932861328,239.49000549316406,5672300,239.49000549316406
2015-05-12,246.35000610351562,238.19000244140625,240.11000061035156,244.74000549316406,6363400,244.74000549316406
2015-05-13,248.3000030517578,242.25,247.61000061035156,243.17999267578125,5440200,243.17999267578125
2015-05-14,244.88999938964844,241.25,244.82000732421875,244.10000610351562,2895900,244.10000610351562
2015-05-15,249.39999389648438,242.5,243.92999267578125,248.83999633789062,4527600,248.83999633789062
2015-05-18,249.89999389648438,246.0,247.0,248.75,3353200,248.75
2015-05-19,251.0,246.14999389648438,248.42999267578125,247.13999938964844,3674200,247.13999938964844
2015-05-20,247.74000549316406,241.3699951171875,247.1300048828125,244.35000610351562,3755600,244.35000610351562
2015-05-21,246.6199951171875,242.36000061035156,243.02999877929688,245.6199951171875,1970600,245.6199951171875
2015-05-22,248.60000610351562,245.00999450683594,245.3800048828125,247.72999572753906,2223100,247.72999572753906
2015-05-26,252.0,246.5,247.67999267578125,247.4600067138672,3498700,247.4600067138672
2015-05-27,249.5,245.5500030517578,248.50999450683594,247.42999267578125,3408200,247.42999267578125
2015-05-28,251.8000030517578,245.0500030517578,247.02999877929688,251.4499969482422,3647300,251.4499969482422
2015-05-29,252.8699951171875,249.42999267578125,251.0,250.8000030517578,3789300,250.8000030517578
2015-06-01,251.60000610351562,247.47000122070312,251.41000366210938,249.4499969482422,2505100,249.4499969482422
2015-06-02,249.39999389648438,246.3000030517578,248.9199981689453,248.35000610351562,2134800,248.35000610351562
2015-06-03,250.72000122070312,247.00999450683594,248.1999969482422,248.99000549316406,1781500,248.99000549316406
2015-06-04,249.3000030517578,245.7100067138672,247.5,245.9199981689453,2453600,245.9199981689453
2015-06-05,249.6999969482422,245.67999267578125,246.0,249.13999938964844,3022000,249.13999938964844
2015-06-08,258.75,250.30999755859375,250.85000610351562,256.2900085449219,5017000,256.2900085449219
2015-06-09,257.739990234375,254.13999938964844,255.39999389648438,256.0,2611100,256.0
2015-06-10,254.0,248.5,251.89999389648438,250.6999969482422,3454500,250.6999969482422
2015-06-11,254.3699951171875,250.42999267578125,253.25999450683594,251.41000366210938,2044100,251.41000366210938
2015-06-12,253.4600067138672,250.2100067138672,250.2100067138672,250.69000244140625,1422300,250.69000244140625
2015-06-15,251.27999877929688,246.00999450683594,249.6999969482422,250.3800048828125,2186200,250.3800048828125
2015-06-16,253.44000244140625,249.10000610351562,250.1300048828125,253.1199951171875,1984700,253.1199951171875
2015-06-17,264.3599853515625,252.02000427246094,252.1699981689453,260.4100036621094,5512900,260.4100036621094
2015-06-18,263.4599914550781,260.0199890136719,262.0,261.8900146484375,2782700,261.8900146484375
2015-06-19,263.79998779296875,260.1000061035156,262.3999938964844,262.510009765625,2463000,262.510009765625
2015-06-22,264.3999938964844,255.69000244140625,262.1499938964844,259.7900085449219,4561100,259.7900085449219
2015-06-23,268.0,258.57000732421875,260.32000732421875,267.6700134277344,3870800,267.6700134277344
2015-06-24,267.3500061035156,263.7200012207031,266.9800109863281,265.1700134277344,2412300,265.1700134277344
2015-06-25,271.4100036621094,265.25,266.45001220703125,268.7900085449219,2849200,268.7900085449219
2015-06-26,269.1099853515625,266.0,268.8900146484375,267.0899963378906,3838400,267.0899963378906
2015-06-29,265.95001220703125,260.70001220703125,261.95001220703125,262.0199890136719,3478900,262.0199890136719
2015-06-30,270.9200134277344,264.0,264.79998779296875,268.260009765625,3086900,268.260009765625
2015-07-01,272.6199951171875,267.8500061035156,271.1099853515625,269.1499938964844,2101200,269.1499938964844
2015-07-02,282.45001220703125,273.30999755859375,280.20001220703125,280.0199890136719,7163900,280.0199890136719
2015-07-06,281.69000244140625,276.29998779296875,278.8800048828125,279.7200012207031,4121900,279.7200012207031
2015-07-07,275.20001220703125,260.7699890136719,275.0,267.8800048828125,6105100,267.8800048828125
2015-07-08,260.79998779296875,254.30999755859375,259.32000732421875,254.9600067138672,6221100,254.9600067138672
2015-07-09,262.95001220703125,256.7900085449219,259.0799865722656,257.9200134277344,3334100,257.9200134277344
2015-07-10,263.0,257.82000732421875,262.2200012207031,259.1499938964844,2610900,259.1499938964844
2015-07-13,262.54998779296875,256.04998779296875,262.25,262.1600036621094,2960300,262.1600036621094
2015-07-14,265.989990234375,260.510009765625,262.1000061035156,265.6499938964844,1907600,265.6499938964844
2015-07-15,267.489990234375,262.0799865722656,266.739990234375,263.1400146484375,2021600,263.1400146484375
2015-07-16,267.20001220703125,263.1600036621094,264.2200012207031,266.67999267578125,1616000,266.67999267578125
2015-07-17,275.5400085449219,268.25,272.5,274.6600036621094,5004100,274.6600036621094
2015-07-20,286.6499938964844,272.5400085449219,275.0,282.260009765625,4978500,282.260009765625
2015-07-21,273.5,266.54998779296875,270.04998779296875,266.7699890136719,6108700,266.7699890136719
2015-07-22,269.44000244140625,260.8599853515625,261.2699890136719,267.8699951171875,3105000,267.8699951171875
2015-07-23,269.8999938964844,265.2699890136719,269.6499938964844,267.20001220703125,2227200,267.20001220703125
2015-07-24,271.0899963378906,263.9200134277344,267.3800048828125,265.4100036621094,2836500,265.4100036621094
2015-07-27,264.42999267578125,250.7899932861328,262.42999267578125,253.00999450683594,4694200,253.00999450683594
2015-07-28,265.3999938964844,251.83999633789062,255.75,264.82000732421875,3895800,264.82000732421875
2015-07-29,267.8900146484375,262.0,264.2699890136719,263.82000732421875,2790100,263.82000732421875
2015-07-30,266.94000244140625,262.1099853515625,262.69000244140625,266.7900085449219,2034600,266.7900085449219
